매물명,주소,지역,매물종류,거래유형,전용면적(㎡),네이버부동산 링크,네이버 매물 ID,naver_url,naver_article_id,provider_agency_name,agency_name,is_verified_listing,verified_date,platform,auto_collected,collected_at,first_seen_at,last_seen_at,source_search_url,collection_condition,extraction_status,extraction_error,매물 상태,매매가(만원),전세금(만원),보증금(만원),월세(만원),공급면적(㎡),공급면적(평),supply_area_m2,supply_area_pyeong,전용면적(평),exclusive_area_m2,exclusive_area_pyeong,대지면적(㎡),대지면적(평),land_area_m2,land_area_pyeong,건물면적(㎡),건물면적(평),building_area_m2,building_area_pyeong,raw_card_text,parsed_deal_type,parsed_price_text,parsed_deposit,parsed_monthly_rent,parsed_sale_price,parsed_jeonse_price,area_m2,area_pyeong,city,district,neighborhood,full_address,current_price,is_new,price_change_status,price_change_text,latitude,longitude,collect_mode,원본 매물 유형,관리비(만원),방 개수,욕실 수,previous_price,price_changed_at,price_change_amount
금호어울림2단지 211동,,청주시,아파트,매매,113.0,https://fin.land.naver.com/articles/2631194893,2631194893,https://fin.land.naver.com/articles/2631194893,2631194893,,,확인매물,2026.06.09,네이버부동산,예,2026-06-11T10:41:57+09:00,2026-06-11T10:21:57+09:00,2026-06-11T10:41:57+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEwAX1kBdIA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.18,113.0,34.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이미지
3
개
금호어울림2단지 211동
매매 4억
아파트113㎡ (전용84)2/17층남향
집주인확인매물 2026.06.09
중개사 6곳에서 등록했어요
매물목록 펼치기",매매,4억,0.0,0.0,40000.0,0.0,113.0,34.18,청주시,,,청주시,40000.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
복대동 일반원룸,,복대동,원룸,월세,30.0,https://fin.land.naver.com/articles/2631488287,2631488287,https://fin.land.naver.com/articles/2631488287,2631488287,11 금호사랑공인중개사사무소 매경부동산,11 금호사랑공인중개사사무소 매경부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:23+09:00,2026-06-11T10:51:57+09:00,2026-06-11T20:52:23+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,300.0,45.0,30.0,9.08,30.0,9.08,9.08,30.0,9.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
이미지
2
개
복대동 일반원룸
월세 300/45
원룸관리비 8만원공급30㎡ (전용30)

""
금호어울림2 앞 원룸 월세 도시가스, 엘레베이터 즉시입주
""

집주인확인매물 2026.06.11
금호사랑공인중개사사무소
매경부동산
매물 보러가기",월세,300/45,300.0,45.0,0.0,0.0,30.0,9.08,청주시,흥덕구,복대동,청주시 흥덕구 복대동,45.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,관심매물,8.0,,,0,0,0
두진하트리움 105동,,청주시,아파트,매매,81.0,https://fin.land.naver.com/articles/2631489517,2631489517,https://fin.land.naver.com/articles/2631489517,2631489517,,,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:09+09:00,2026-06-11T10:51:57+09:00,2026-06-11T11:12:09+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,81.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이미지
3
개
두진하트리움 105동
매매 2억 1,000
아파트81㎡ (전용59)15/15층남향
집주인확인매물 2026.06.11
중개사 9곳에서 등록했어요
매물목록 펼치기",매매,"2억 1,000",0.0,0.0,21000.0,0.0,81.0,24.5,청주시,,,청주시,21000.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
영조아름다운나날1차 101동,,청주시,아파트,전세,0.0,https://fin.land.naver.com/articles/2631472511,2631472511,https://fin.land.naver.com/articles/2631472511,2631472511,,,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:09+09:00,2026-06-11T11:12:09+09:00,2026-06-11T11:12:09+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,18200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이미지
4
개
영조아름다운나날1차 101동
전세 1억 8,200
아파트76A㎡ (전용59A)12/15층동향
집주인확인매물 2026.06.11
중개사 2곳에서 등록했어요
매물목록 펼치기",전세,"1억 8,200",0.0,0.0,0.0,18200.0,0.0,0,청주시,,,청주시,18200.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
주은 102동,,청주시,아파트,매매,78.0,https://fin.land.naver.com/articles/2631439031,2631439031,https://fin.land.naver.com/articles/2631439031,2631439031,,,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:10+09:00,2026-06-11T11:12:10+09:00,2026-06-11T11:12:10+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,78.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이미지
4
개
주은 102동
매매 1억 6,000 ~ 1억 6,500
아파트78㎡ (전용59)7/14층남향
집주인확인매물 2026.06.11
중개사 5곳에서 등록했어요
매물목록 펼치기",매매,"1억 6,000",0.0,0.0,16000.0,0.0,78.0,23.6,청주시,,,청주시,16000.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
복대대원 101동,,청주시,아파트,매매,97.0,https://fin.land.naver.com/articles/2631478975,2631478975,https://fin.land.naver.com/articles/2631478975,2631478975,11 사계절공인중개사사무소 매경부동산,11 사계절공인중개사사무소 매경부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:10+09:00,2026-06-11T11:12:10+09:00,2026-06-11T11:12:10+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.34,97.0,29.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대대원 101동
매매 2억 2,000
아파트97㎡ (전용80)10/15층남향

""
뻥뷰 일조권최상 작은방확장 욕실교체 가격절충 이사협의가능
""

집주인확인매물 2026.06.11
사계절공인중개사사무소
매경부동산
매물 보러가기",매매,"2억 2,000",0.0,0.0,22000.0,0.0,97.0,29.34,청주시,,,청주시,22000.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
청주하트리움시티파크 202동,,청주시,아파트,매매,0.0,https://fin.land.naver.com/articles/2631466790,2631466790,https://fin.land.naver.com/articles/2631466790,2631466790,,,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:10+09:00,2026-06-11T11:12:10+09:00,2026-06-11T11:12:10+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"이미지
2
개
청주하트리움시티파크 202동
매매 4억 4,000 ~ 4억 5,000
아파트102A㎡ (전용74A)5/18층동향
집주인확인매물 2026.06.11
중개사 7곳에서 등록했어요
매물목록 펼치기",매매,"4억 4,000",0.0,0.0,44000.0,0.0,0.0,0,청주시,,,청주시,44000.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
복대동 일반원룸,,복대동,원룸,월세,33.06,https://fin.land.naver.com/articles/2631500140,2631500140,https://fin.land.naver.com/articles/2631500140,2631500140,11 더샵스마트공인중개사사무소,11 더샵스마트공인중개사사무소,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:27+09:00,2026-06-11T11:12:11+09:00,2026-06-11T20:52:27+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,500.0,45.0,33.06,10.0,33.06,10.0,10.0,33.06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
이미지
11
개
복대동 일반원룸
월세 500/45
원룸관리비 15만원공급33.06㎡ (전용33.06)

""
주차채광 넓은풀옵션 조건좋은투베이
""

집주인확인매물 2026.06.11
더샵스마트공인중개사사무소
텐컴즈
매물 보러가기",월세,500/45,500.0,45.0,0.0,0.0,33.06,10.0,청주시,흥덕구,복대동,청주시 흥덕구 복대동,45.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,관심매물,15.0,,,0,0,0
복대동 일반상가,,복대동,창고,월세,33.0,https://fin.land.naver.com/articles/2631462540,2631462540,https://fin.land.naver.com/articles/2631462540,2631462540,11 스피드공인중개사사무소,11 스피드공인중개사사무소,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:33+09:00,2026-06-11T11:12:11+09:00,2026-06-11T20:52:33+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,500.0,50.0,0.0,0.0,0.0,0.0,9.98,33.0,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대동 일반상가
월세 500/50
상가점포1990.07(36년차)계약33㎡ (전용30)5/5층

""
소형사무실, 쇼핑몰, 공방, 소호창고, 싱크대 냉난방기있음
""

소유자확인매물 2026.06.11
스피드공인중개사사무소
알터
매물 보러가기",월세,500/50,500.0,50.0,0.0,0.0,33.0,9.98,청주시,흥덕구,복대동,청주시 흥덕구 복대동,50.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,관심매물,,,,0,0,0
복대동 일반원룸,,복대동,원룸,월세,26.45,https://fin.land.naver.com/articles/2631498341,2631498341,https://fin.land.naver.com/articles/2631498341,2631498341,11 더샵스마트공인중개사사무소,11 더샵스마트공인중개사사무소,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:32+09:00,2026-06-11T11:12:11+09:00,2026-06-11T20:52:32+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,200.0,35.0,26.45,8.0,26.45,8.0,8.0,26.45,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
이미지
9
개
복대동 일반원룸
월세 200/35
원룸관리비 10만원공급26.45㎡ (전용26.45)

""
준신축상태최고 풀옵원룸
""

집주인확인매물 2026.06.11
더샵스마트공인중개사사무소
텐컴즈
매물 보러가기",월세,200/35,200.0,35.0,0.0,0.0,26.45,8.0,청주시,흥덕구,복대동,청주시 흥덕구 복대동,35.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,관심매물,10.0,,,0,0,0
세원 102동,,청주시,아파트,매매,101.0,https://fin.land.naver.com/articles/2631461854,2631461854,https://fin.land.naver.com/articles/2631461854,2631461854,11 용암공인중개사사무소 매경부동산,11 용암공인중개사사무소 매경부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T11:12:11+09:00,2026-06-11T11:12:11+09:00,2026-06-11T11:12:11+09:00,https://fin.land.naver.com/map?center=3zAPcq-2A94uJ&zoom=14.313509941651903&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A01-A04-B01-A02-A05-A06-A07-C02-B02-C01-C03-C04-F01-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYEMBOAXCBjANgUwPqYgGcUwAaMQ7ZdACwAVkEBbQucFATwAds4wBhAIJ0AygFUAMgFEyiVBhwiA9vIB2AcwAq3XvAAigzVNx6pI-mAC%2BlgLpA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55,101.0,30.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
세원 102동
매매 1억 7,000
아파트101㎡ (전용84)4/5층남동향

""
입주협의, 재건축 예정, 투자용이나 실거주 추천
""

집주인확인매물 2026.06.11
용암공인중개사사무소
매경부동산
매물 보러가기",매매,"1억 7,000",0.0,0.0,17000.0,0.0,101.0,30.55,청주시,,,청주시,17000.0,신규,변동 없음,변동 없음,0.0,0.0,0,아파트,,,,0,0,0
복대동 일반상가,,복대동,상가,월세,108.57,https://fin.land.naver.com/articles/2631499148,2631499148,https://fin.land.naver.com/articles/2631499148,2631499148,11 큰터공인중개사사무소 매경부동산,11 큰터공인중개사사무소 매경부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:33+09:00,2026-06-11T11:12:11+09:00,2026-06-11T20:52:33+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,0.0,0.0,3000.0,150.0,0.0,0.0,0.0,0.0,32.84,108.57,32.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"관심매물
복대동 일반상가
월세 3,000/150
상가점포1999.12(27년차)계약108.57㎡ (전용100)1/6층

""
공실, 무권리, 음식점,정육점, 전자제품 수리점,전시장, 대로변 상가
""

소유자확인매물 2026.06.11
큰터공인중개사사무소
매경부동산
매물 보러가기",월세,"3,000/150",3000.0,150.0,0.0,0.0,108.57,32.84,청주시,흥덕구,복대동,청주시 흥덕구 복대동,150.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,관심매물,,,,0,0,0
복대동 다가구,,복대동,다가구,매매,410.0,https://fin.land.naver.com/articles/2631486473,2631486473,https://fin.land.naver.com/articles/2631486473,2631486473,11 금호사랑공인중개사사무소 매경부동산,11 금호사랑공인중개사사무소 매경부동산,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:33+09:00,2026-06-11T11:12:11+09:00,2026-06-11T20:52:33+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,87000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.03,410.0,124.03,410.0,124.03,410.0,124.03,0.0,0.0,0.0,0.0,"관심매물
복대동 다가구
매매 8억 7,000
단독/다가구2008.05(19년차)대지410㎡ (연면적628.91)4/-층

""
원룸 16개, 주인세대 있으며, 즉시입주 가능
""

집주인확인매물 2026.06.11
금호사랑공인중개사사무소
매경부동산
매물 보러가기",매매,"8억 7,000",0.0,0.0,87000.0,0.0,410.0,124.03,청주시,흥덕구,복대동,청주시 흥덕구 복대동,87000.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,관심매물,,,,0,0,0
복대동 상가주택,,복대동,상가주택,매매,206.7,https://fin.land.naver.com/articles/2631447733,2631447733,https://fin.land.naver.com/articles/2631447733,2631447733,,,확인매물,2026.06.11,네이버부동산,예,2026-06-11T20:52:33+09:00,2026-06-11T11:12:12+09:00,2026-06-11T20:52:33+09:00,https://fin.land.naver.com/map?center=3zzX4b-2A95G4&zoom=14&showOnlySelectedRegion=true&tradeTypes=A1-B1-B2-B3&realEstateTypes=A02-A05-A06-A07-C02-C01-C03-C04-D05-D02-E03-D01-E02-D03-D04-E01-Z00&layer=NobwRAlgJmBcYCcCmBzCB7AdgfSkgLgIYQA2YANGAA6EKEC2AznOCaoSQCIQBuEjGTADkArvQBGSBHDAAWAMwBGRfIAM69WAC%2BlRkloBjABYAFWg2axwRcTNr4IBttp3hodhA6dJcBYmUoaOiYWMHtHNgBJGHgAJgA2NXiATgAOVVlVbV19BGMzYMsQLS0AXSA,"{""id"": ""20260610094838704354"", ""regions"": [""청주시""], ""property_types"": [""전체""], ""deal_types"": [""전체""], ""min_price"": 0.0, ""max_price"": 0.0, ""enabled"": true, ""search_url"": """", ""registered_at"": ""2026-06-10T09:48:38"", ""last_collected_at"": ""2026-06-10T20:02:36+09:00"", ""new_listing_count"": 0}",사용자 Chrome 화면 수집,,신규,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.53,206.7,62.53,206.7,62.53,206.7,62.53,0.0,0.0,0.0,0.0,"이미지
4
개
복대동 상가주택
매매 5억 7,000
상가주택2001.03(26년차)대지206.7㎡ (연면적485.2)4/-층
집주인확인매물 2026.06.11
중개사 2곳에서 등록했어요
매물목록 펼치기",매매,"5억 7,000",0.0,0.0,57000.0,0.0,206.7,62.53,청주시,흥덕구,복대동,청주시 흥덕구 복대동,57000.0,신규,변동 없음,변동 없음,0.0,0.0,quick_scan,이미지,,,,0,0,0
